accuracy,loss,precision_macro,precision_weighted,recall_macro,f1_macro,epoch,model
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,1,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,2,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,3,Linear Regression
0.8158863755917938,1.9664640562407212,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,4,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,5,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,6,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,7,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,8,Linear Regression
0.8158863755917938,1.9664640562407212,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,9,Linear Regression
0.8158863755917938,1.9664640562407212,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,10,Linear Regression
0.8158863755917938,1.9664640562407212,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,11,Linear Regression
0.8158863755917938,1.9664640562407212,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,12,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,13,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,14,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,15,Linear Regression
0.8158863755917938,1.9664640562407212,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,16,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,17,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,18,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,19,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,20,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,21,Linear Regression
0.8158863755917938,1.9664640562407214,0.46974791112956815,0.7766163582310188,0.4309841494866718,0.42280266670718086,22,Linear Regression
